1,1,B1,10/11,2011-01-22,,6,16,0,0,D,0,0,D
1,1,B1,10/11,2011-01-22,,10,13,3,2,H,1,2,A
1,1,B1,10/11,2011-01-22,,12,27,3,0,H,0,0,D
1,1,B1,10/11,2011-01-22,,28,23,3,0,H,1,0,H
1,1,B1,10/11,2011-01-23,,1,25,2,0,H,0,0,D
1,1,B1,10/11,2011-01-23,,11,15,2,1,H,2,1,H
1,1,B1,10/11,2011-01-28,,27,10,0,1,A,0,1,A
1,1,B1,10/11,2011-01-29,,7,12,1,0,H,0,0,D
1,1,B1,10/11,2011-01-29,,13,5,2,1,H,0,1,A
1,1,B1,10/11,2011-01-29,,14,6,1,0,H,1,0,H
1,1,B1,10/11,2011-01-29,,15,9,0,2,A,0,1,A
1,1,B1,10/11,2011-01-29,,25,28,2,1,H,2,0,H
1,1,B1,10/11,2011-01-30,,16,1,0,0,D,0,0,D
1,1,B1,10/11,2011-01-30,,23,11,1,1,D,0,1,A
1,1,B1,10/11,2011-02-02,,6,12,2,0,H,1,0,H
1,1,B1,10/11,2011-02-02,,9,27,0,2,A,0,1,A
1,1,B1,10/11,2011-02-02,,10,23,1,1,D,1,1,D
1,1,B1,10/11,2011-02-02,,15,5,2,1,H,1,1,D
1,1,B1,10/11,2011-02-02,,16,13,1,0,H,0,0,D
1,1,B1,10/11,2011-04-02,,11,14,4,1,H,2,0,H
1,1,B1,10/11,2011-05-02,,1,23,2,0,H,0,0,D
1,1,B1,10/11,2011-05-02,,5,16,0,1,A,0,1,A
1,1,B1,10/11,2011-05-02,,6,27,2,0,H,1,0,H
1,1,B1,10/11,2011-05-02,,28,13,2,1,H,0,1,A
1,1,B1,10/11,2011-06-02,,9,25,0,1,A,0,1,A
1,1,B1,10/11,2011-06-02,,10,7,1,0,H,0,0,D
1,1,B1,10/11,2011-06-02,,12,15,1,1,D,0,0,D
1,1,B1,10/11,2011-12-02,,1,5,1,0,H,0,0,D
1,1,B1,10/11,2011-12-02,,7,27,2,0,H,1,0,H
1,1,B1,10/11,2011-12-02,,14,12,2,2,D,1,1,D
1,1,B1,10/11,2011-12-02,,15,6,1,1,D,0,0,D
1,1,B1,10/11,2011-12-02,,16,28,3,1,H,2,1,H
1,1,B1,10/11,2011-12-02,,23,9,1,1,D,0,1,A
1,1,B1,10/11,2011-02-13,,13,11,0,1,A,0,0,D
1,1,B1,10/11,2011-02-13,,25,10,0,2,A,0,1,A
1,1,B1,10/11,2011-02-15,,14,16,2,1,H,1,0,H
1,1,B1,10/11,2011-02-16,,12,11,2,2,D,2,1,H
1,1,B1,10/11,2011-02-16,,28,15,1,2,A,1,0,H
1,1,B1,10/11,2011-02-19,,6,23,1,0,H,1,0,H
1,1,B1,10/11,2011-02-19,,7,15,2,1,H,1,0,H
1,1,B1,10/11,2011-02-19,,9,5,0,0,D,0,0,D
1,1,B1,10/11,2011-02-19,,10,16,1,0,H,0,0,D
1,1,B1,10/11,2011-02-19,,12,13,3,1,H,1,0,H
1,1,B1,10/11,2011-02-19,,27,14,1,1,D,0,0,D
1,1,B1,10/11,2011-02-20,,11,25,4,1,H,3,1,H
1,1,B1,10/11,2011-02-20,,28,1,2,0,H,0,0,D
1,1,B1,10/11,2011-02-23,,23,16,0,1,A,0,0,D
1,1,B1,10/11,2011-02-26,,25,16,3,0,H,3,0,H
1,1,B1,10/11,2011-02-27,,23,5,0,3,A,0,1,A
1,1,B1,10/11,2011-04-03,,1,10,1,1,D,0,1,A
1,1,B1,10/11,2011-05-03,,5,28,0,1,A,0,0,D
1,1,B1,10/11,2011-05-03,,13,6,3,0,H,3,0,H
1,1,B1,10/11,2011-05-03,,15,27,2,1,H,2,0,H
1,1,B1,10/11,2011-05-03,,16,11,1,1,D,0,0,D
1,1,B1,10/11,2011-05-03,,23,12,1,0,H,0,0,D
1,1,B1,10/11,2011-06-03,,14,9,1,1,D,0,1,A
1,1,B1,10/11,2011-06-03,,25,7,2,2,D,0,0,D
1,1,B1,10/11,2011-12-03,,6,25,0,2,A,0,2,A
1,1,B1,10/11,2011-12-03,,7,13,4,1,H,1,0,H
1,1,B1,10/11,2011-12-03,,9,1,1,1,D,0,1,A
1,1,B1,10/11,2011-12-03,,10,28,0,2,A,0,0,D
1,1,B1,10/11,2011-12-03,,11,5,1,0,H,1,0,H
1,1,B1,10/11,2011-12-03,,12,16,1,1,D,0,0,D
1,1,B1,10/11,2011-12-03,,15,14,1,1,D,1,1,D
1,1,B1,10/11,2011-12-03,,27,23,1,2,A,0,0,D
1,1,B1,10/11,2011-03-19,,13,27,2,2,D,0,1,A
1,1,B1,10/11,2011-03-20,,1,11,3,2,H,0,0,D
1,1,B1,10/11,2011-03-20,,5,10,0,1,A,0,0,D
1,1,B1,10/11,2011-03-20,,14,7,0,0,D,0,0,D
1,1,B1,10/11,2011-03-20,,16,9,2,0,H,0,0,D
1,1,B1,10/11,2011-03-20,,23,15,0,2,A,0,0,D
1,1,B1,10/11,2011-03-20,,25,12,1,0,H,1,0,H
1,1,B1,10/11,2011-03-20,,28,6,2,2,D,0,0,D
1,1,B1,10/11,2011-03-23,,6,5,0,3,A,0,1,A
1,1,B1,11/12,2011-07-29,,20,1,2,1,H,0,1,A
1,1,B1,11/12,2011-07-30,,4,25,1,1,D,1,0,H
1,1,B1,11/12,2011-07-30,,10,12,3,1,H,3,0,H
1,1,B1,11/12,2011-07-30,,11,5,0,1,A,0,0,D
1,1,B1,11/12,2011-07-30,,13,14,1,1,D,0,1,A
1,1,B1,11/12,2011-07-30,,15,27,0,0,D,0,0,D
1,1,B1,11/12,2011-07-30,,16,23,2,1,H,0,0,D
1,1,B1,11/12,2011-07-31,,7,28,5,0,H,0,0,D
1,1,B1,11/12,2011-05-08,,1,16,3,1,H,1,0,H
1,1,B1,11/12,2011-06-08,,5,4,1,1,D,0,0,D
1,1,B1,11/12,2011-06-08,,12,11,2,2,D,1,2,A
